"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"IIFLZC28C","N6","Regular","-","1,000.00","1,291.40","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Nov-2028"
"920IIFLS26","N8","Regular","9.20","1,000.00","978.21","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"965IFSL26","N6","Regular","9.65","1,000.00","969.00","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"935TSI30","N0",,"-","-","1,03,312.68","-","-","-",,,"-"
"925SCL25A","NH",,"-","-","965.25","-","-","-",,,"-"
"119VCCL26","N0",,"-","-","95,000.00","-","-","-",,,"-"
"SCLZC26C","NB",,"-","-","1,015.00","-","-","-",,,"-"
"IHFL261224","N1","Regular","-","1,000.00","960.85","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"865NHB34","N4","Regular","8.65","5,000.00","6,570.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"902SCL28","N1",,"-","-","-","-","-","-",,,"-"
"1015SCL30","N1",,"-","-","916.13","2.85","-","-",,,"-"
"858HUDCO29","NC","Regular","-","-","1,367.30","-","-","-",,,"13-Jan-2029"
"IIFLZC26B","NY","Regular","-","1,000.00","1,127.55","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"735NABAR31","N1","Regular","-","-","1,105.00","-","-","-",,,"23-Mar-2031"
"848NTPC28","N2","Regular","8.48","1,000.00","1,200.00","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"925IHFL25E","N8","Regular","8.30","1,000.00","1,032.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Sep-2026"
"879NHPC28","N5","Regular","8.79","1,000.00","1,114.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"0MOFSL26","N1","Regular","-","1,000.00","1,053.80","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"854NHPC28","N2","Regular","8.54","1,000.00","1,104.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"797IGT31","NL","Regular","7.97","1,000.00","1,005.00","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"1050IIFL29","ND","Regular","10.50","1,000.00","1,019.69","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2029"
"735IRFC31","NM","Regular","7.35","1,000.00","1,250.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2031"
"1003IIFL29","NC","Regular","10.03","1,000.00","995.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2029"
"965SCL25A","NF",,"-","-","1,005.00","-","-","-",,,"-"
"AEL120924","N2","Regular","-","1,000.00","1,010.00","-","-","-",,"CARE A+","12-Sep-2026"
"875CIFC23B","NJ","Regular","8.45","1,000.00","999.02","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2026"
"CIFCZC25","ND","Regular","-","1,000.00","1,067.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2025"
"925SCL28B","YC",,"-","-","984.00","-","-","-",,,"-"
"1190VCCL26","N0",,"-","-","70,000.00","-","-","-",,,"-"
"868NHB29","N3","Regular","8.68","5,000.00","5,550.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2029"
"935TSIIC33","N0",,"-","-","1,04,289.88","-","-","-",,,"-"
"89IHFL29","N1","Regular","8.90","1,000.00","982.00","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"SCL25924C","N1","Regular","-","1,000.00","820.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"1025SFIL26","NT",,"-","-","750.00","99.70","-","-",,,"-"
"935TSI32","N0",,"-","-","1,04,050.00","-","-","-",,,"-"
"948SCL27D","N1","Regular","9.48","1,000.00","975.28","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"SCL271224A","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"875SCFL27","Y9",,"-","-","-","-","-","-",,,"-"
"957SFIL28","NW",,"-","-","841.00","-","-","-",,,"-"
"815ANN30","N0",,"-","-","-","-","-","-",,,"-"
"948SCL27R","N1","Regular","9.48","1,000.00","990.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"SCL25924","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"1025SCL33A","N1",,"-","-","-","-","-","-",,,"-"
"925SCL25Z","NE",,"-","-","-","-","-","-",,,"-"
"CIF27","NM","Regular","-","1,000.00","1,010.10","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2027"
"1025NFL25","N5","Regular","10.25","1,000.00","999.00","-","-","-",,"CRISIL A Stable","18-Oct-2025"
"957ISFL26","N2","Regular","9.57","1,000.00","985.00","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2026"
"751HUDCO28","N5","Regular","7.51","1,000.00","1,058.90","-","-","-",,"CARE AA+ / IND AA+","16-Feb-2028"
"965SCL26","YO",,"-","-","974.60","-","-","-",,,"-"
"1003SCL30A","NV",,"-","-","850.00","-","-","-",,,"-"
"889SCFL27","YC",,"-","-","945.51","-","-","-",,,"-"
"863REC29","NC","Regular","8.63","1,000.00","1,499.90","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"753NTPC30E","NC","Regular","7.53","1,000.00","1,120.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2030"
"85IFL26","NX","Regular","8.50","1,000.00","1,025.80","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"872MMFSL26","N1","Regular","-","-","1,019.99","-","-","-",,,"06-Jun-2026"
"93MOFSL34","N6","Regular","9.30","1,000.00","1,038.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2034"
"85PFL26A","N7","Regular","10.75","1,000.00","1,175.00","-","-","-",,"BWR AA STABLE / ACUITE AA STABLE","06-May-2029"
"960IIFLS26","N9","Regular","9.60","1,000.00","1,050.80","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2026"
"85LTF26","NM","Regular","8.50","1,000.00","1,027.50","-","-","-",,"FITCH AA+","23-Dec-2026"
"990SCL26B","Y7",,"-","-","990.00","-","-","-",,,"-"
"990SCL27B","N1","Regular","9.90","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"12VCCL27","N0",,"-","-","98,000.00","-","-","-",,,"-"
"SCLZC26E","NP",,"-","-","1,107.50","-","-","-",,,"-"
"925SCL26W","N1","Regular","9.25","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"1040UCL27B","N1","Regular","10.40","1,000.00","1,005.00","-","-","-",,"IND A+/ Stable","24-Apr-2027"
"931SFIL26A","NA",,"-","-","-","-","-","-",,,"-"
"SCL271224B","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"725IRFC35","NH","Regular","7.25","1,000.00","1,220.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2035"
"97SFIL26A","NC",,"-","-","-","-","-","-",,,"-"
"875PCHFL31","N9","Regular","8.75","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2031"
"990SCL28","N1",,"-","-","1,030.00","-","-","-",,,"-"
"SCL271224","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"M&MFIN","N3","Regular","-","-","2,133.00","-","-","-",,,"06-Jun-2026"
"86CIFC29","NN","Regular","8.60","1,000.00","1,014.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2029"
"810IRFC27","N2","Regular","8.10","1,000.00","1,083.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Feb-2027"
"925CAGL26","N9","Regular","9.25","1,000.00","1,001.79","-","-","-",,"AA-/Stable","07-Jun-2026"
"1102NFL26","N8","Regular","11.02","1,000.00","1,067.11","-","-","-",,"CRISIL A Stable","18-Jul-2026"
"105UCL2026","NB","Regular","10.50","1,000.00","999.90","-","-","-",,"FITCH A/Stable","27-May-2026"
"863NHB34","N3","Regular","8.76","5,000.00","6,400.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2034"
"IIFLZC28A","NU","Regular","-","1,000.00","1,130.00","-","-","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2028"
"885SCL26","N9",,"-","-","1,000.00","-","-","-",,,"-"
"925SCL25B","Y3",,"-","-","999.00","-","-","-",,,"-"
"SCLZC25F","Y5",,"-","-","1,089.90","-","-","-",,,"-"
"957IIFLS27","NA","Regular","9.57","1,000.00","951.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2027"
"932AEL27","N3","Regular","9.32","1,000.00","1,004.18","-","-","-",,"CARE A+","12-Sep-2027"
"85CIFC27","NL","Regular","8.50","1,000.00","1,039.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2027"
"867NHPC33","N3","Regular","8.67","1,000.00","1,410.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2033"
"879SCL26","NC",,"-","-","902.00","-","-","-",,,"-"
"980SCL33D","YG",,"-","-","970.00","-","-","-",,,"-"
"SCL25924A","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"875IHFL29","ND","Regular","8.75","1,000.00","915.00","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2029"
"DLSL25A","Y4","Regular","-","1,000.00","1,326.27","-","-","-",,"IVR AA/Stable","16-May-2025"
"743REC35","NH","Regular","-","-","1,165.00","-","-","-",,,"05-Nov-2035"
"885MOFSL26","N0","Regular","8.85","1,000.00","1,050.20","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"CIFC26A","N9","Regular","-","1,000.00","1,118.99","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Sep-2026"
"925SCL26B","YQ",,"-","-","965.87","-","-","-",,,"-"
"1015SCL29T","N1","Regular","10.15","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2029"
"12VCCL29A","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL31A","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2031"
"805ABCL28","N5",,"-","-","-","-","-","-",,,"-"
"772IGT31","NK","Regular","7.72","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"902SCL27Q","N1","Regular","9.02","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"77IGT28","NE","Regular","7.70","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"749IGT28","NG","Regular","7.49","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"925SCL27A","N1",,"-","-","-","-","-","-",,,"-"
"925SCL26E","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"735NHAI31","N9","Regular","7.35","1,000.00","1,095.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2031"
"830CIFC26","N2","Regular","8.30","1,000.00","1,070.00","-","-","-",,"ICRA AA+","04-Jun-2026"
"865IFL28","NZ","Regular","8.65","1,000.00","969.00","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"925IHFL25D","N6","Regular","8.25","1,000.00","1,047.20","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Jun-2025"
"CAGL25A","N4","Regular","-","1,000.00","1,226.20","-","-","-",,"IRR AA-/Stable","23-Nov-2025"
"TCHF30","NB","Regular","8.55","1,000.00","1,035.00","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2030"
"1050ISFL28","N5","Regular","10.50","1,000.00","960.00","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2028"
"1119NFL27","ND","Regular","11.19","1,000.00","1,006.00","-","-","-",,"CRISIL A/Stable","13-Mar-2027"
"835SCL23B","YM",,"-","-","960.00","-","-","-",,,"-"
"925SCL25","N5",,"-","-","989.80","-","-","-",,,"-"
"925SCL27","YR",,"-","-","1,029.30","-","-","-",,,"-"
"925AEL26","N1","Regular","9.25","1,000.00","1,039.80","-","-","-",,"CARE A+","12-Sep-2026"
"SCLZC25D","NJ",,"-","-","1,083.00","-","-","-",,,"-"
"948SCL26B","Y8",,"-","-","973.28","-","-","-",,,"-"
"863NHB29","N2","Regular","8.63","5,000.00","5,559.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"940CAGL27","NB","Regular","9.40","1,000.00","1,000.00","-","-","-",,"AA-/Stable","07-Nov-2027"
"867PFCL33","N7",,"-","-","1,254.90","0.13","-","-",,,"-"
"965SCL26F","N1","Regular","9.65","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"876HUDCO28","ND","Regular","-","-","1,132.61","-","-","-",,,"25-Oct-2028"
"714NHAI26","N7","Regular","7.14","1,000.00","1,005.01","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2026"
"897MOFSL29","N4","Regular","8.97","1,000.00","1,018.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"711NTPC25A","N8","Regular","7.11","1,000.00","1,039.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2025"
"935TSI29","N0",,"-","-","1,02,723.73","-","-","-",,,"-"
"10IFSL26","N7","Regular","10.00","1,000.00","960.30","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"91MOFSL27","N2","Regular","9.10","1,000.00","1,075.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2027"
"98SFIL26","NU",,"-","-","700.20","99.70","-","-",,,"-"
"SCL190325A","N1",,"-","-","-","-","-","-",,,"-"
"SCLZC25E","Y4",,"-","-","-","-","-","-",,,"-"
"971SCL30A","N1",,"-","-","-","-","-","-",,,"-"
"948SCL28","N1",,"-","-","-","-","-","-",,,"-"
"SCL19325A","N1",,"-","-","970.00","-","-","-",,,"-"
"81ABCL33","N4",,"-","-","-","-","-","-",,,"-"
"SCL190325","N1",,"-","-","-","-","-","-",,,"-"
"ABCL26","N3",,"-","-","-","-","-","-",,,"-"
"889SCL28","NU",,"-","-","943.32","-","-","-",,,"-"
"835SCL23A","YH",,"-","-","-","-","-","-",,,"-"
"760PFCL35","N3","Regular","-","-","1,195.00","-","-","-",,,"17-Oct-2035"
"851HUDCO28","NB","Regular","-","-","1,130.00","-","-","-",,,"25-Oct-2028"
"CIFCZC26A","N3","Regular","-","1,000.00","1,154.03","-","-","-",,"ICRA AA+","04-Jun-2026"
"855IREDA34","N3","Regular","8.55","1,000.00","1,245.72","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2034"
"10CAGL27","N5","Regular","10.00","1,000.00","1,023.80","-","-","-",,"IRR AA-/Stable","23-Nov-2027"
"736NTPC25D","NB","Regular","7.36","1,000.00","1,038.15","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2025"
"855IREDA29","N2","Regular","8.55","1,000.00","1,191.00","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2029"
"960CAGL25","N3","Regular","9.60","1,000.00","991.80","-","-","-",,"IRR AA-/Stable","23-Nov-2025"
"NIDOZC26","N7","Regular","-","1,000.00","2,235.00","-","-","-",,"CARE AA Stable / ICRA AA Stable / BWR AA+ stable","19-Jul-2026"
"1060ECL29","NS","Regular","10.60","1,000.00","999.00","-","-","-",,"CRISIL AA STABLE / ICRA AA","04-Jan-2029"
"910CAGL25","N7","Regular","9.10","1,000.00","995.80","-","-","-",,"AA-/Stable","07-Sep-2025"
"892NHPC33","N6","Regular","8.92","1,000.00","1,235.00","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2033"
"IIFLHFZC27","NB","Regular","-","1,000.00","1,235.65","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"1075SCL33A","N2",,"-","-","975.00","-","-","-",,,"-"
"1015SCFL29","YY",,"-","-","945.00","-","-","-",,,"-"
"965SCL25B","Y1",,"-","-","987.30","-","-","-",,,"-"
"704IRFC28","N6","Regular","7.04","1,000.00","1,055.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Mar-2028"
"935MOFSL29","N5","Regular","9.35","1,000.00","1,090.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"860CIFCL28","NG","Regular","8.60","1,000.00","1,011.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2028"
"CIFCZC26","NF","Regular","-","1,000.00","1,087.13","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2026"
"865IHFL27","N1","Regular","8.65","1,000.00","973.05","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"SCL25924D","N1","Regular","-","1,000.00","1,090.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"99SCL27V","N1","Regular","9.90","1,000.00","948.78","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"1025SCL34Z","N1","Regular","10.25","1,000.00","990.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"IHF261224A","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2029"
"94SCL27U","N1","Regular","9.40","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"9SCL26B","ND",,"-","-","-","-","-","-",,,"-"
"925SCL26A","YN",,"-","-","-","-","-","-",,,"-"
"78ABCL33","N1",,"-","-","-","-","-","-",,,"-"
"770NABAR27","N4",,"-","-","-","-","-","-",,,"-"
"795IGT31","NI","Regular","7.95","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"ABCL28","N6",,"-","-","-","-","-","-",,,"-"
